f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,label,attack_cat
-0.11984225065767719,-7.170979416313525,-0.47696399499388475,0.9284595093823237,-2.1808794340262216,0.7522077217784559,-0.6056361181162886,-6.78639140212848,4.342232554981204,-1.4201840601382554,0.5555137799857957,-0.9600096745412096,-5.343102823245528,-4.9511886900772835,1.1745089847566,-1.9977273644583875,-0.6205441350080545,-2.088931496235068,-1.1566133053550498,2.3513439029948615,-0.2537671042607359,-1.0790165158423262,-1.3657850306487196,-0.30821748878776495,-0.062083110114515255,1.365348181089844,1.390679036186644,1.3682213217721104,-0.09748999410916463,2.027326906411403,7.776378538878073,-0.19140438965488005,0.2690310785574981,0.2593388791655433,-0.07928897926575955,0.14312372751513344,-3.730937582044038,0.3879795087571567,4.247595115079556,6.345093792791163,-1.2892199148207084,-1.4648677527797966,12.733688352661947,2.6349745063304857,-1.0198501266599838,-1.9389864356825721,-3.13483453473466,0.7784687238298225,-1.9980643233996154,0,Benign
2.041902164442768,4.077908845314569,0.31348549802080067,2.0605312803738767,-0.5474547982938585,-0.8687460467947197,0.6214513611170409,-2.6061258933843776,-0.3187283220981635,0.0280932479055215,0.7407581328710907,-1.5957041643926921,6.30702900116319,2.4076582261365687,-4.09166431041708,2.013657433530821,0.46213536063256555,-8.93728607122284,-1.0225371802901977,-3.14876406551178,0.1421788465601014,0.18290389712989116,2.7077192351191863,0.7085168361597114,-1.7445815798863855,-0.24784919029826305,0.7339521459375546,-1.3676195191460307,1.6065821676194623,0.7326493507629819,-10.773574142375258,-0.36201061162681647,0.9694000213802947,-1.6502144645364079,-0.6694293986445611,-0.21462950068567413,-0.007163320663181372,-1.6649515718029042,2.4747581078133463,10.99261478713921,1.7532488749460757,0.6007094930420571,1.4561404244073919,-1.9103306215703362,-5.767823298004779,0.17017721044709777,5.779458683489964,0.8069617740657065,-0.3835008566635456,0,Benign
-2.132788085294877,0.2388005813071886,0.004951687353384687,0.3490467108175159,2.131145105187922,-0.8740110578236995,0.45046305393430885,1.9790699042022213,-6.657496268879414,0.3400463789678302,1.6696158327326545,-0.8927003320664547,3.2777769077497556,2.8636541428642484,1.7145900876086493,0.008596705248507197,-1.5902546386591705,5.754054787721948,0.15497191817956416,0.07141779336824827,0.7812509149749445,-0.9498419182335447,-3.290040666149566,-0.6655121954825105,0.5499707703017266,-0.3552075538707905,0.6014388350254524,0.34598496390105327,1.3554120340466271,3.715910377158954,-1.0245771535106962,-1.927214289312763,1.113246759208221,3.038147075667359,-2.0965682680693147,-0.30104037082951873,2.540477810966366,-1.219516643946535,-0.259967586714303,-4.154416182787977,0.09397725648437813,1.2775434250665647,-0.670903993614735,1.59056663937151,1.7729554694379979,-2.073282106672224,0.06628280172686929,0.08827567301817082,2.6495893780278994,0,Benign
1.2899585581184847,-3.3930626166644804,1.0844299991918096,1.3317950062150934,0.9984675817759777,-1.4989644169856526,0.12183644507173373,-2.0913255851013455,-3.8239621603297858,-0.8013534717273781,1.7800514198029596,0.9080650859040224,6.422267294268874,1.9595175912686686,2.035010034675743,1.6244711508727305,-0.1393471976132375,-0.23789945762811165,2.5589340774137326,2.3874084434899085,0.9702295606498733,0.30236472766418426,-2.659547084984566,0.3142360130752051,0.46238795694896295,0.7022670841258685,1.0708829887661049,2.1388955626634307,-0.15094109856001459,2.8764680365846473,0.0874026051575153,0.008724724546220627,2.6541594550141334,-2.9266678862577455,-0.12053155796228847,0.07346718345655484,1.790185907525245,-1.4891071889095182,0.08457240525417786,4.510186248697117,-0.9933465513672814,-0.6829384787057136,-2.2071648385615896,-1.1715548036928918,8.025979074440164,-1.757894050978214,-1.9184429257380604,0.5877947934102792,-3.8507825037670624,0,Benign
-0.5273393377318714,2.6968442920371665,1.5121168243570553,-1.6944483620994482,-0.2988933813975454,0.6470963386598653,0.82009683142387,-4.972814468254304,-4.372504418377698,0.3144301316979843,-0.01137592310046951,-0.38692633037338114,-4.490845285871597,-0.8183143609788803,-3.758024739253125,2.4283406738757938,-0.006269597668893673,1.6541512856179017,0.4313874953757833,-0.1688953510513671,0.0561625331386523,-0.08278090269069593,2.0104670456712515,0.8042045822991618,-2.0708353214216952,0.4197621377087906,-1.735906806276069,0.36977556212509355,0.4351691664675551,1.2308577346922371,-0.9475069807876974,1.0370575368699937,1.0106185135311478,-2.4562104737094046,0.6913881871940509,0.895573229117495,-3.1159054935810433,-0.08355131239004314,-1.0887578006910967,3.113520072952236,0.6044576002321727,1.6933487363980806,0.501686910466435,3.145284558175331,-3.168661915947292,-1.6013561257591993,2.0357092977167603,0.5635511197022931,0.40296117776383367,1,PortScan
-0.8637963599031799,3.6842894650308198,-1.781662671218298,-0.7956093443868856,0.4755665656524338,-1.9433661466362102,-1.2383367784439385,-3.1883551380630775,-2.3357827824800608,-0.23430279025894546,-0.7741575193837001,0.5967812747837766,8.0580120835947,-1.8288619392767032,-7.476152829316505,-3.042835120342186,0.9072850664783906,-10.647191597844019,0.8754794473131174,-1.4749036844226102,-0.10541597102753733,0.6047040902640893,1.289067305925199,0.03319404502038559,0.03938621387288474,-0.465922261968896,0.13932290735960998,4.108137123652212,-0.45829006983484954,2.60378266586691,-11.236895283584563,1.3410930883627532,-0.12117963271516026,-6.9857839582823305,0.24446614376596007,-0.11493133396109013,4.299520573959468,0.30194664943262406,0.10783194198454438,-0.6743668100352065,-0.920380833139027,1.7935049022275824,1.534084593588793,-1.291130697196554,-5.573648369063632,-0.3009309223906458,7.556132440963554,0.8016844455167745,4.31523275723789,0,Benign
1.2413171285704132,1.1757408223239292,0.18943600974886624,0.31434852238430777,0.043259557363853396,-0.9922169629528824,-1.2296094851151413,-1.6349004212672418,2.8090401999110837,0.1700719122948228,1.5652139546165134,-0.5997456240912333,-1.8392288101048972,1.2103141440432046,-0.9943583640079219,-2.4457353516467837,-1.1646212052844613,1.2335922775721366,-1.073514910146183,-0.7337083838564766,0.5158613790857824,2.1412203911241097,-3.2304805051591545,-0.05616317560602451,0.27090054006393777,3.414865654551661,-1.1917815896896071,-1.0749614472882623,0.8760364849754119,0.6292729444955341,1.661917273193822,-1.3426633029246995,0.10850895658830916,4.129765453285622,0.7109754436908466,-0.06624168678060978,-5.725146354501285,-0.2612711848779835,1.177883701814365,5.336428601658392,-1.1717491582608863,-2.0176392395770275,2.798043734847422,-1.0743401721686314,-4.956033857176348,-2.357314824871385,0.47041539109705544,-0.16634078913116299,2.473109786936366,0,Benign
0.04646979056765849,1.2897704715755682,1.0136974623079622,-0.09375259370172499,-1.5310824558944816,-2.5672548922373424,0.6733405318753367,-2.1228304996716254,-3.646091437080798,1.0083754716333144,-0.847089797297519,-0.24038402813556373,-2.182865775790052,1.1488868539806463,0.49522500902301747,-1.0475649868747736,1.1288021191234472,-4.831623263087362,-0.9997232264716941,-2.2985217632667942,0.8631402057908781,-0.8292819148028544,-2.801040763072735,-0.8672147000903694,-0.4078845480934335,-0.5076553478985997,-0.015121509507281711,2.457377403706877,1.6195748735935127,5.230606542635394,-3.5198565236183543,-1.1720542948117356,0.3841952520885016,-0.6974815616321368,-0.005028631822839625,0.6947960392708669,1.292997851327315,-0.2522682200130576,0.24473457405963006,1.4744300450197254,0.9859218431353718,3.6945797296865557,3.8992508371781684,-1.6715930217162476,-8.452746449307016,2.5021560282571453,2.213472704865625,0.1487736336313575,1.7296753684343162,0,Benign
-0.04948246663028615,0.7611395072969672,-1.7881663614489711,1.2066739239516766,0.42226763937775363,-1.0341256644736283,1.020532908110324,-0.5407494356065776,12.659281129537185,0.011849837224395535,0.8997696428558098,-0.18929930492475172,-7.837658175651329,-3.20252710098418,3.746158804621369,-2.213288877043816,-0.7494063440210524,3.9163234214397247,-1.1545105165448064,1.7237546291302284,-0.3360637110740047,-2.169270981663604,4.193577383412406,-0.8527896655045145,-0.149083737199765,0.0849502724011396,0.5112496422522868,2.3735906184314635,-0.24348312235668126,1.4124438957251866,3.648536397900057,-1.4051775837344804,1.1044312865144144,-4.6201011077437535,0.07407938137969099,0.5729097720820291,-2.653233461006738,-0.36032393520021333,0.329352399026396,-3.506152026566831,0.20775028720638347,-3.193164915734049,3.719782317235696,2.909918458516227,-2.6835774221122475,3.2563862215319723,0.4286021567780798,0.2134347457841491,-0.6153348521061728,0,Benign
-1.0217754520118465,-0.3439538131028502,-1.0939855924453898,0.5994505294006218,-0.8581047879003164,-0.8132107964984292,-0.028855011068530802,-0.006482880018061188,-3.005988350295723,0.7911249899881239,-1.6364402353163388,-0.15356722152895644,-1.2622322534389057,0.5327909718813653,0.45249857255877424,-2.8839773077406603,2.013187785718709,-3.7735725934837565,2.152576268505153,-2.76938732266481,-0.9382878974121129,-2.3183430021637954,-3.7629563240411033,0.7141610121168536,0.878382021793239,-2.683010091487152,-0.26165061335077133,1.4741287091341686,-0.08698641165302215,1.4223620835456618,0.48762677590526377,-0.024709916035195744,-0.20793385034773906,0.6357136582482317,-0.29264697300376263,1.3887573423782544,0.18511486408789968,-0.9411766149257876,0.33710318229942726,-4.836562047436234,-1.0613819767784447,2.657637248783649,1.8037566056816245,1.4697602896698994,-3.6540964144626256,-1.394586741685196,2.845155455563223,-1.0735106450288094,2.8174021260479427,0,Benign
-0.8490453029897655,0.04786811973360699,0.043296396389072365,-0.6966912643246459,0.8414671107993564,-0.17559859867728633,-0.011581404623709626,-0.020125882295315867,2.4800682205801188,-1.3973435042387354,-0.8834129132548094,-0.38992392649878205,-7.233700561639117,-3.7870236484702504,2.5872277048326637,0.9182400209927992,-0.5843389409480385,3.306594395111424,1.011655120136831,-0.35786193531370736,1.460947977502423,-2.6520872601668577,2.3035338653591033,-0.9145848999069158,-0.17582042262536957,-0.9870389447470067,-0.6138961122160168,2.687763644396431,0.9270268243096429,1.0113807758836955,3.2980563933092455,-0.7471260234051471,-0.38754057798172076,-4.200276089608549,1.299166627603356,1.1413711890900924,-1.6129162781785116,-0.07585114137211846,-3.383939976758181,-3.6288993767570576,-1.0326238640693675,-2.0219136802804916,1.4041955089835676,2.530212957205019,3.117627414929527,1.8054621947624552,0.0898049915067658,0.15413247757850598,-3.35495803470722,0,Benign
